#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         465    -5.50674    -5.55099  0.00779288
         466    -5.49944    -5.55088  0.00777694
         467    -5.40028    -5.55056  0.00776697
         468    -5.51236    -5.55048  0.00775081
         469    -5.48245    -5.55033  0.00773564
         470    -5.53719    -5.55031  0.00771923
         471    -5.45206     -5.5501  0.00770566
         472    -5.44495    -5.54987  0.00769255
         473    -5.43275    -5.54963  0.00768027
         474    -5.37795    -5.54926  0.00767261
         475    -5.45612    -5.54907  0.00765896
         476    -5.37521     -5.5487  0.00765157
         477    -5.32703    -5.54824  0.00764963
         478     -5.3993    -5.54793  0.00763997
         479    -5.43468    -5.54769  0.00762768
         480    -5.48659    -5.54756  0.00761285
         481    -5.51948     -5.5475  0.00759725
         482    -5.50692    -5.54742  0.00758195
         483    -5.54946    -5.54742  0.00756626
         484    -5.57135    -5.54747  0.00755078
         485    -5.56384    -5.54751  0.00753529
         486    -5.58326    -5.54758  0.00752015
         487    -5.53946    -5.54756  0.00750472
         488    -5.68992    -5.54786  0.00749501
         489    -5.72786    -5.54822  0.00748872
         490    -5.69774    -5.54853  0.00747965
         491     -5.6396    -5.54872  0.00746671
         492    -5.56365    -5.54875   0.0074516
         493    -5.55507    -5.54876   0.0074365
         494    -5.46216    -5.54858  0.00742351
         495    -5.50033    -5.54849  0.00740915
         496    -5.59388    -5.54858  0.00739478
         497    -5.55857     -5.5486  0.00737993
         498    -5.54935     -5.5486  0.00736511
         499    -5.52917    -5.54856  0.00735045
         500    -5.50921    -5.54848  0.00733617
         501    -5.55495    -5.54849  0.00732154
         502    -5.44216    -5.54828  0.00731002
         503    -5.48768    -5.54816  0.00729648
         504    -5.49039    -5.54805   0.0072829
         505    -5.45958    -5.54787  0.00727059
         506    -5.35575    -5.54749  0.00726613
         507    -5.37247    -5.54715  0.00725999
         508    -5.42206     -5.5469  0.00724987
         509    -5.51081    -5.54683  0.00723598
         510    -5.51543    -5.54677  0.00722205
         511    -5.45523    -5.54659  0.00721014
         512    -5.48177    -5.54646  0.00719717
         513    -5.43679    -5.54625  0.00718631
         514    -5.46055    -5.54608  0.00717427
         515    -5.43143    -5.54586  0.00716379
         516     -5.4591    -5.54569  0.00715188
         517    -5.43657    -5.54548  0.00714116
         518    -5.58502    -5.54556  0.00712778
         519    -5.44311    -5.54536  0.00711678
         520    -5.43477    -5.54515  0.00710627
         521    -5.43275    -5.54493   0.0070959
         522    -5.35796    -5.54457  0.00709134
         523    -5.41173    -5.54432  0.00708233
         524    -5.47015    -5.54418  0.00707023
         525    -5.40877    -5.54392  0.00706147
         526    -5.33893    -5.54353  0.00705879
         527    -5.31968     -5.5431  0.00705816
         528    -5.34776    -5.54273  0.00705449
         529    -5.33608    -5.54234  0.00705196
         530    -5.29687    -5.54188  0.00705384
         531    -5.28876     -5.5414  0.00705665
         532      -5.348    -5.54104  0.00705274
         533    -5.38678    -5.54075  0.00704545
         534    -5.41652    -5.54052  0.00703609
         535    -5.40246    -5.54026  0.00702767
         536    -5.47541    -5.54014   0.0070156
         537    -5.36498    -5.53981  0.00701012
         538    -5.34007    -5.53944  0.00700691
         539     -5.4683    -5.53931  0.00699516
         540    -5.48086     -5.5392  0.00698304
         541    -5.40512    -5.53895  0.00697453
         542    -5.40643    -5.53871  0.00696594
         543    -5.35698    -5.53837  0.00696115
         544    -5.39878    -5.53812  0.00695308
         545    -5.35795    -5.53779  0.00694818
         546     -5.4152    -5.53756  0.00693908
         547    -5.37904    -5.53727  0.00693244
         548    -5.37824    -5.53698  0.00692586
         549    -5.48076    -5.53688  0.00691401
         550    -5.37561    -5.53659  0.00690765
         551    -5.35589    -5.53626  0.00690289
         552    -5.39653    -5.53601  0.00689503
         553    -5.48345    -5.53591  0.00688321
         554    -5.44618    -5.53575  0.00687269
         555    -5.44672    -5.53559  0.00686218
         556    -5.42992     -5.5354  0.00685247
         557    -5.42294     -5.5352  0.00684314
         558    -5.36346    -5.53489   0.0068378
         559    -5.32311    -5.53451  0.00683605
         560    -5.38952    -5.53425  0.00682875
         561    -5.47884    -5.53415  0.00681729
         562    -5.51056    -5.53411  0.00680529
         563    -5.58254     -5.5342  0.00679374
         564    -5.51753    -5.53417  0.00678176
         565     -5.4827    -5.53408  0.00677037
         566    -5.46678    -5.53396  0.00675945
         567    -5.61094    -5.53409   0.0067489
         568    -5.58174    -5.53418  0.00673754
         569    -5.46716    -5.53406  0.00672672
         570    -5.39927    -5.53382  0.00671908
         571    -5.38261    -5.53356  0.00671253
         572    -5.38871     -5.5333  0.00670557
         573    -5.31025    -5.53292  0.00670515
