#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         728     1.08529     0.83994   0.0594517
         729     1.08685    0.840278   0.0593712
         730     1.08876    0.840619   0.0592908
         731     1.09103    0.840961   0.0592107
         732      1.0939    0.841307   0.0591308
         733     1.09666    0.841655   0.0590512
         734     1.10004    0.842007   0.0589718
         735     1.10402    0.842364   0.0588926
         736     1.10788    0.842725   0.0588137
         737      1.1128    0.843091    0.058735
         738     1.11757    0.843463   0.0586566
         739     1.12265    0.843841   0.0585785
         740       1.128    0.844225   0.0585006
         741     1.13384    0.844616   0.0584229
         742     1.13893    0.845012   0.0583455
         743     1.14491    0.845416   0.0582684
         744     1.15076    0.845826   0.0581915
         745     1.15693    0.846244   0.0581149
         746     1.16288    0.846668   0.0580386
         747     1.16926      0.8471   0.0579625
         748     1.17552    0.847539   0.0578866
         749     1.18161    0.847985   0.0578111
         750     1.18672    0.848437   0.0577358
         751     1.19176    0.848894   0.0576607
         752     1.19712    0.849357   0.0575859
         753      1.2013    0.849825   0.0575113
         754     1.20518    0.850296    0.057437
         755     1.20799     0.85077   0.0573628
         756     1.20989    0.851245   0.0572889
         757     1.21179    0.851721   0.0572152
         758     1.21294    0.852197   0.0571417
         759     1.21281    0.852673   0.0570684
         760     1.21212    0.853146   0.0569953
         761     1.20938    0.853614   0.0569223
         762     1.20824    0.854079   0.0568495
         763     1.20532    0.854539   0.0567769
         764     1.20043    0.854992   0.0567044
         765     1.19578    0.855438    0.056632
         766     1.19118    0.855876   0.0565597
         767     1.18527    0.856305   0.0564876
         768     1.17883    0.856725   0.0564156
         769     1.17267    0.857136   0.0563438
         770     1.16473    0.857536    0.056272
         771     1.15773    0.857925   0.0562004
         772     1.15057    0.858304   0.0561289
         773     1.14335    0.858673   0.0560575
         774      1.1359    0.859031   0.0559862
         775     1.12903    0.859379    0.055915
         776     1.12136    0.859717    0.055844
         777     1.11441    0.860045   0.0557731
         778     1.10823    0.860364   0.0557023
         779     1.10119    0.860673   0.0556317
         780     1.09597    0.860975   0.0555612
         781     1.09067    0.861269   0.0554908
         782     1.08603    0.861556   0.0554206
         783      1.0811    0.861836   0.0553505
         784     1.07733    0.862111   0.0552806
         785     1.07375    0.862381   0.0552108
         786     1.07034    0.862646   0.0551412
         787     1.06734    0.862906   0.0550718
         788     1.06472    0.863162   0.0550025
         789     1.06294    0.863415   0.0549333
         790     1.06029    0.863664   0.0548644
         791     1.05819     0.86391   0.0547956
         792     1.05732    0.864154   0.0547269
         793     1.05646    0.864397   0.0546584
         794     1.05558    0.864638   0.0545901
         795     1.05392    0.864876    0.054522
         796     1.05314    0.865112    0.054454
         797     1.05272    0.865348   0.0543862
         798     1.05239    0.865582   0.0543185
         799     1.05259    0.865816   0.0542511
         800     1.05185    0.866049   0.0541837
         801     1.05158     0.86628   0.0541166
         802     1.05102    0.866511   0.0540496
         803     1.05012    0.866739   0.0539828
         804     1.04934    0.866966   0.0539161
         805      1.0496    0.867193   0.0538496
         806     1.04918    0.867419   0.0537833
         807     1.04876    0.867644   0.0537171
         808      1.0471    0.867866   0.0536511
         809     1.04611    0.868086   0.0535852
         810     1.04431    0.868304   0.0535195
         811     1.04217    0.868518   0.0534539
         812     1.03966    0.868729   0.0533885
         813     1.03653    0.868935   0.0533233
         814     1.03206    0.869136   0.0532581
         815     1.02816    0.869331   0.0531931
         816     1.02462    0.869521   0.0531283
         817     1.02071    0.869706   0.0530636
         818     1.01525    0.869884    0.052999
         819     1.01018    0.870055   0.0529346
         820     1.00482     0.87022   0.0528703
         821    0.998474    0.870376   0.0528061
         822    0.992611    0.870525   0.0527421
         823    0.986305    0.870665   0.0526782
         824    0.980075    0.870798   0.0526144
         825    0.973472    0.870923   0.0525508
         826     0.96701    0.871039   0.0524873
         827    0.960483    0.871147   0.0524239
         828    0.953678    0.871247   0.0523607
         829    0.946621    0.871338   0.0522976
         830    0.939574     0.87142   0.0522347
         831    0.932554    0.871493   0.0521719
         832     0.92582    0.871559   0.0521092
         833    0.919145    0.871616   0.0520467
         834    0.912294    0.871665   0.0519843
         835    0.906239    0.871706   0.0519221
         836     0.90026     0.87174     0.05186
         837    0.893152    0.871766    0.051798
         838    0.887077    0.871784   0.0517362
         839    0.880342    0.871794   0.0516746
         840    0.873184    0.871796    0.051613
         841      0.8668     0.87179   0.0515517
         842    0.860219    0.871776   0.0514904
         843    0.854398    0.871756   0.0514294
         844    0.848364    0.871728   0.0513684
         845    0.842595    0.871693   0.0513077
         846    0.836604    0.871652    0.051247
         847    0.830631    0.871603   0.0511866
         848    0.825157    0.871549   0.0511262
         849    0.819224    0.871487    0.051066
         850    0.813321    0.871419    0.051006
         851    0.806975    0.871343   0.0509461
         852    0.801405    0.871261   0.0508864
         853    0.795663    0.871172   0.0508268
         854    0.790249    0.871077   0.0507674
         855    0.784224    0.870976   0.0507081
         856     0.77833    0.870868    0.050649
         857    0.773075    0.870753     0.05059
         858    0.768246    0.870634   0.0505312
         859     0.76387     0.87051   0.0504725
         860    0.759252     0.87038    0.050414
         861    0.755153    0.870247   0.0503556
         862    0.750152    0.870107   0.0502974
         863    0.746204    0.869964   0.0502393
         864    0.742614    0.869816   0.0501814
         865    0.739891    0.869666   0.0501236
         866    0.737342    0.869513    0.050066
         867    0.734985    0.869358   0.0500085
         868    0.733323    0.869201   0.0499511
         869    0.732614    0.869044   0.0498939
         870    0.731914    0.868887   0.0498368
         871    0.732676     0.86873   0.0497798
         872     0.73323    0.868575   0.0497229
         873    0.734302    0.868421   0.0496662
         874    0.735661    0.868269   0.0496096
         875    0.737309    0.868119   0.0495532
         876    0.738763    0.867972   0.0494968
         877    0.741229    0.867827   0.0494406
         878    0.745183    0.867688   0.0493845
         879    0.749415    0.867553   0.0493285
         880    0.753196    0.867423   0.0492726
         881    0.758684      0.8673   0.0492168
         882    0.764665    0.867183   0.0491611
         883    0.771132    0.867074   0.0491056
         884    0.777349    0.866973   0.0490501
         885    0.784265    0.866879   0.0489948
         886    0.791867    0.866795   0.0489396
         887    0.798214    0.866718   0.0488845
         888    0.806904     0.86665   0.0488295
         889    0.816239    0.866593   0.0487746
         890    0.825485    0.866547   0.0487198
         891    0.834143    0.866511   0.0486651
         892    0.843164    0.866485   0.0486106
         893    0.853264     0.86647   0.0485561
         894    0.863468    0.866467   0.0485018
         895    0.874249    0.866475   0.0484476
         896    0.884878    0.866496   0.0483936
         897    0.896553    0.866529   0.0483396
         898    0.908307    0.866576   0.0482858
         899    0.920617    0.866636   0.0482322
         900    0.933244     0.86671   0.0481786
         901    0.945221    0.866797   0.0481252
         902    0.958481    0.866899    0.048072
         903    0.971339    0.867014   0.0480189
         904    0.984527    0.867144   0.0479659
         905     0.99878     0.86729   0.0479132
         906     1.01266     0.86745   0.0478605
         907     1.02738    0.867627   0.0478081
         908     1.04296     0.86782   0.0477558
         909      1.0587     0.86803   0.0477038
         910     1.07532    0.868257   0.0476519
         911     1.09165    0.868503   0.0476002
         912     1.10819    0.868766   0.0475487
         913     1.12544    0.869047   0.0474975
         914     1.14342    0.869347   0.0474465
         915     1.16287    0.869668   0.0473957
         916     1.18213    0.870009   0.0473452
         917      1.2017     0.87037   0.0472949
         918     1.22137    0.870753    0.047245
         919     1.24141    0.871156   0.0471953
