#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         391     -5.4848    -5.66769   0.0208723
         392    -5.48705    -5.66723   0.0208242
         393    -5.48884    -5.66678   0.0207761
         394    -5.49059    -5.66633   0.0207282
         395    -5.49201    -5.66589   0.0206804
         396    -5.49354    -5.66546   0.0206328
         397    -5.49487    -5.66503   0.0205853
         398    -5.49629     -5.6646   0.0205379
         399    -5.49733    -5.66418   0.0204907
         400    -5.49784    -5.66377   0.0204437
         401    -5.49766    -5.66335   0.0203969
         402    -5.49753    -5.66294   0.0203504
         403    -5.49715    -5.66253    0.020304
         404    -5.49667    -5.66212   0.0202579
         405    -5.49623    -5.66171   0.0202121
         406    -5.49493     -5.6613   0.0201664
         407    -5.49367    -5.66089   0.0201211
         408    -5.49186    -5.66047    0.020076
         409    -5.49043    -5.66006   0.0200313
         410    -5.48877    -5.65964   0.0199868
         411     -5.4866    -5.65922   0.0199426
         412    -5.48441    -5.65879   0.0198987
         413    -5.48223    -5.65836   0.0198551
         414    -5.47947    -5.65793   0.0198118
         415    -5.47693     -5.6575   0.0197689
         416    -5.47389    -5.65706   0.0197263
         417      -5.471    -5.65661    0.019684
         418    -5.46844    -5.65616   0.0196421
         419    -5.46595     -5.6557   0.0196005
         420    -5.46434    -5.65525   0.0195591
         421    -5.46211    -5.65479    0.019518
         422    -5.46036    -5.65433   0.0194772
         423    -5.45835    -5.65387   0.0194367
         424    -5.45673     -5.6534   0.0193964
         425    -5.45533    -5.65294   0.0193563
         426    -5.45417    -5.65247   0.0193165
         427    -5.45309      -5.652   0.0192769
         428    -5.45208    -5.65153   0.0192375
         429    -5.45144    -5.65107   0.0191984
         430    -5.45098     -5.6506   0.0191594
         431    -5.45113    -5.65014   0.0191205
         432     -5.4511    -5.64968   0.0190818
         433    -5.45101    -5.64922   0.0190432
         434    -5.45113    -5.64876   0.0190048
         435    -5.45082    -5.64831   0.0189666
         436    -5.45095    -5.64786   0.0189285
         437    -5.45088    -5.64741   0.0188905
         438    -5.45103    -5.64696   0.0188527
         439    -5.45048    -5.64651   0.0188151
         440    -5.44995    -5.64606   0.0187776
         441    -5.44929    -5.64562   0.0187403
         442    -5.44832    -5.64517   0.0187033
         443    -5.44733    -5.64472   0.0186664
         444    -5.44649    -5.64428   0.0186297
         445    -5.44518    -5.64383   0.0185932
         446      -5.444    -5.64338   0.0185569
         447    -5.44253    -5.64293   0.0185208
         448    -5.44106    -5.64248   0.0184849
         449    -5.43885    -5.64203   0.0184493
         450    -5.43683    -5.64157    0.018414
         451     -5.4347    -5.64111   0.0183789
         452    -5.43204    -5.64065    0.018344
         453    -5.42992    -5.64019   0.0183094
         454    -5.42744    -5.63972   0.0182751
         455    -5.42508    -5.63925    0.018241
         456     -5.4227    -5.63877   0.0182072
         457    -5.42047    -5.63829   0.0181736
         458    -5.41795    -5.63781   0.0181403
         459    -5.41546    -5.63733   0.0181072
         460      -5.413    -5.63684   0.0180744
         461     -5.4109    -5.63635   0.0180419
         462     -5.4087    -5.63586   0.0180096
         463    -5.40719    -5.63536   0.0179774
         464    -5.40485    -5.63487   0.0179456
         465    -5.40306    -5.63437   0.0179139
         466    -5.40152    -5.63387   0.0178824
         467    -5.40025    -5.63337   0.0178511
         468    -5.39896    -5.63287     0.01782
         469     -5.3972    -5.63236   0.0177891
         470    -5.39575    -5.63186   0.0177584
         471    -5.39431    -5.63136   0.0177278
         472    -5.39335    -5.63085   0.0176974
         473    -5.39258    -5.63035   0.0176672
         474    -5.39232    -5.62985    0.017637
         475    -5.39196    -5.62935    0.017607
         476    -5.39182    -5.62885   0.0175771
         477    -5.39189    -5.62835   0.0175473
         478    -5.39249    -5.62786   0.0175175
         479    -5.39299    -5.62737   0.0174878
         480    -5.39355    -5.62688   0.0174581
         481    -5.39474     -5.6264   0.0174285
         482    -5.39581    -5.62592   0.0173989
         483    -5.39749    -5.62545   0.0173693
         484    -5.39944    -5.62498   0.0173397
         485    -5.40089    -5.62452   0.0173101
         486    -5.40286    -5.62406   0.0172805
         487    -5.40457    -5.62361   0.0172509
         488    -5.40567    -5.62316   0.0172213
         489     -5.4075    -5.62272   0.0171918
         490    -5.40911    -5.62229   0.0171622
         491    -5.41078    -5.62186   0.0171326
         492    -5.41217    -5.62143   0.0171031
         493    -5.41371    -5.62101   0.0170736
         494    -5.41448    -5.62059   0.0170442
         495    -5.41474    -5.62017   0.0170148
         496    -5.41539    -5.61976   0.0169855
         497    -5.41597    -5.61935   0.0169563
         498    -5.41629    -5.61894   0.0169271
         499     -5.4162    -5.61854   0.0168981
         500    -5.41616    -5.61813   0.0168691
         501    -5.41584    -5.61773   0.0168403
         502    -5.41495    -5.61732   0.0168116
         503    -5.41439    -5.61692    0.016783
         504    -5.41295    -5.61652   0.0167546
         505    -5.41124    -5.61611   0.0167264
         506     -5.4088     -5.6157   0.0166983
         507     -5.4064    -5.61529   0.0166705
         508     -5.4042    -5.61487   0.0166428
         509    -5.40191    -5.61445   0.0166154
         510     -5.3994    -5.61403   0.0165882
         511    -5.39621    -5.61361   0.0165612
         512    -5.39268    -5.61317   0.0165345
         513    -5.38927    -5.61274    0.016508
         514    -5.38586     -5.6123   0.0164818
         515    -5.38201    -5.61185   0.0164558
         516    -5.37851     -5.6114   0.0164302
         517    -5.37508    -5.61094   0.0164047
         518    -5.37039    -5.61048   0.0163796
         519    -5.36612       -5.61   0.0163548
         520    -5.36169    -5.60953   0.0163304
         521    -5.35743    -5.60904   0.0163062
         522    -5.35397    -5.60855   0.0162823
         523    -5.35011    -5.60806   0.0162586
         524    -5.34603    -5.60756   0.0162353
         525    -5.34189    -5.60705   0.0162122
         526    -5.33846    -5.60654   0.0161895
         527    -5.33484    -5.60603    0.016167
         528    -5.33133    -5.60551   0.0161447
         529     -5.3278    -5.60498   0.0161227
         530    -5.32453    -5.60445    0.016101
         531    -5.32092    -5.60392   0.0160795
         532    -5.31774    -5.60338   0.0160583
         533    -5.31421    -5.60284   0.0160373
         534    -5.31125    -5.60229   0.0160166
         535      -5.309    -5.60174    0.015996
         536     -5.3067    -5.60119   0.0159756
         537     -5.3039    -5.60064   0.0159555
         538    -5.30121    -5.60008   0.0159355
         539    -5.29878    -5.59953   0.0159158
         540    -5.29617    -5.59896   0.0158962
         541    -5.29459     -5.5984   0.0158768
         542    -5.29255    -5.59784   0.0158575
         543     -5.2908    -5.59727   0.0158384
         544    -5.28952    -5.59671   0.0158194
         545    -5.28827    -5.59614   0.0158005
         546    -5.28706    -5.59557   0.0157817
         547    -5.28635    -5.59501   0.0157629
         548    -5.28588    -5.59444   0.0157443
         549    -5.28548    -5.59388   0.0157256
         550    -5.28548    -5.59332    0.015707
         551    -5.28544    -5.59276   0.0156885
         552    -5.28597    -5.59221   0.0156699
         553    -5.28661    -5.59165   0.0156513
         554    -5.28754     -5.5911   0.0156327
         555    -5.28798    -5.59056    0.015614
         556    -5.28915    -5.59002   0.0155954
         557     -5.2906    -5.58948   0.0155766
         558    -5.29246    -5.58895   0.0155578
         559    -5.29489    -5.58842   0.0155389
         560    -5.29772     -5.5879   0.0155198
         561    -5.30035    -5.58739   0.0155006
         562     -5.3032    -5.58688   0.0154812
         563    -5.30597    -5.58638   0.0154618
         564     -5.3091    -5.58589   0.0154422
         565    -5.31227    -5.58541   0.0154224
         566    -5.31577    -5.58493   0.0154025
         567    -5.31974    -5.58446   0.0153825
         568     -5.3237      -5.584   0.0153622
         569    -5.32811    -5.58355   0.0153418
         570    -5.33218    -5.58311   0.0153213
         571    -5.33666    -5.58268   0.0153005
         572    -5.34094    -5.58226   0.0152796
         573    -5.34516    -5.58185   0.0152585
         574    -5.34976    -5.58144   0.0152373
         575    -5.35457    -5.58105   0.0152159
         576     -5.3593    -5.58066   0.0151944
         577    -5.36378    -5.58029   0.0151727
         578    -5.36891    -5.57992   0.0151508
         579    -5.37393    -5.57956   0.0151288
         580    -5.37915    -5.57922   0.0151067
         581    -5.38471    -5.57888   0.0150844
         582    -5.38987    -5.57856    0.015062
         583    -5.39492    -5.57824   0.0150394
         584    -5.40032    -5.57794   0.0150168
         585    -5.40592    -5.57765    0.014994
         586    -5.41173    -5.57736   0.0149711
         587     -5.4173    -5.57709    0.014948
         588    -5.42279    -5.57683   0.0149249
         589    -5.42819    -5.57658   0.0149017
         590    -5.43397    -5.57633   0.0148784
         591    -5.43922     -5.5761   0.0148551
         592    -5.44454    -5.57588   0.0148316
         593    -5.45039    -5.57567   0.0148081
         594    -5.45615    -5.57547   0.0147846
         595    -5.46198    -5.57528   0.0147609
         596    -5.46815     -5.5751   0.0147373
         597    -5.47437    -5.57493   0.0147136
         598    -5.48045    -5.57477   0.0146898
         599    -5.48624    -5.57462    0.014666
         600    -5.49232    -5.57448   0.0146422
         601     -5.4982    -5.57436   0.0146184
         602    -5.50418    -5.57424   0.0145946
         603    -5.51006    -5.57413   0.0145708
         604    -5.51614    -5.57404    0.014547
         605    -5.52162    -5.57395   0.0145232
         606    -5.52755    -5.57388   0.0144994
         607    -5.53223    -5.57381   0.0144757
         608    -5.53686    -5.57375    0.014452
         609    -5.54155    -5.57369   0.0144284
         610    -5.54555    -5.57365   0.0144048
         611    -5.54973    -5.57361   0.0143813
         612    -5.55317    -5.57357   0.0143578
         613    -5.55678    -5.57355   0.0143344
         614    -5.55993    -5.57352   0.0143111
         615    -5.56278    -5.57351   0.0142878
         616    -5.56532    -5.57349   0.0142646
         617    -5.56755    -5.57348   0.0142415
         618    -5.57008    -5.57348   0.0142185
         619    -5.57185    -5.57348   0.0141955
         620    -5.57317    -5.57348   0.0141726
         621    -5.57528    -5.57348   0.0141498
         622     -5.5762    -5.57348    0.014127
         623    -5.57687    -5.57349   0.0141044
         624      -5.577    -5.57349   0.0140818
         625     -5.5772     -5.5735   0.0140592
         626    -5.57721    -5.57351   0.0140368
         627    -5.57642    -5.57351   0.0140144
         628    -5.57683    -5.57352   0.0139921
         629     -5.5762    -5.57352   0.0139698
         630    -5.57619    -5.57352   0.0139477
         631    -5.57579    -5.57353   0.0139256
         632    -5.57515    -5.57353   0.0139035
         633    -5.57459    -5.57353   0.0138816
         634    -5.57354    -5.57353   0.0138597
         635    -5.57261    -5.57353   0.0138378
         636     -5.5715    -5.57353   0.0138161
         637    -5.57009    -5.57352   0.0137944
         638    -5.56898    -5.57351   0.0137728
         639    -5.56849    -5.57351   0.0137512
         640    -5.56756     -5.5735   0.0137297
         641    -5.56664    -5.57349   0.0137083
         642     -5.5656    -5.57347    0.013687
         643    -5.56459    -5.57346   0.0136657
         644    -5.56391    -5.57345   0.0136445
         645    -5.56371    -5.57343   0.0136233
         646    -5.56233    -5.57341   0.0136023
         647    -5.56098    -5.57339   0.0135812
         648    -5.56012    -5.57337   0.0135603
         649    -5.55915    -5.57335   0.0135394
         650    -5.55836    -5.57333   0.0135186
         651    -5.55732     -5.5733   0.0134979
         652    -5.55738    -5.57328   0.0134772
         653    -5.55734    -5.57326   0.0134566
         654    -5.55722    -5.57323    0.013436
         655    -5.55762    -5.57321   0.0134155
         656    -5.55718    -5.57318   0.0133951
         657    -5.55668    -5.57316   0.0133747
         658    -5.55628    -5.57313   0.0133544
